"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36","should clear invalid devices and re-sync","","Sat Mar 22 15:28:50 KST 2025","failed","Sat Mar 22 15:28:50 KST 2025","","POST /api/admin/clear-invalid-devices (Integration)","",""
